Series ID,Year,Period,Label,Value
CES9000000010,2020,M11,2020 Nov,12377
CES9000000010,2020,M12,2020 Dec,12332
CES9000000010,2021,M01,2021 Jan,12408
CES9000000010,2021,M02,2021 Feb,12360
CES9000000010,2021,M03,2021 Mar,12392
CES9000000010,2021,M04,2021 Apr,12431
CES9000000010,2021,M05,2021 May,12464
CES9000000010,2021,M06,2021 Jun,12583
CES9000000010,2021,M07,2021 Jul,12802
CEU0000000001,2000,M01,2000 Jan,128992
CEU0000000001,2000,M02,2000 Feb,129655
CEU0000000001,2000,M03,2000 Mar,130751
CEU0000000001,2000,M04,2000 Apr,131749
CEU0000000001,2000,M05,2000 May,132705
CEU0000000001,2000,M06,2000 Jun,133217
CEU0000000001,2000,M07,2000 Jul,131998
CEU0000000001,2000,M08,2000 Aug,132009
CEU0000000001,2000,M09,2000 Sep,132677
CEU0000000001,2000,M10,2000 Oct,133236
CEU0000000001,2000,M11,2000 Nov,133600
CEU0000000001,2000,M12,2000 Dec,133542
CEU0000000001,2001,M01,2001 Jan,130668
CEU0000000001,2001,M02,2001 Feb,131334
CEU0000000001,2001,M03,2001 Mar,131929
CEU0000000001,2001,M04,2001 Apr,132335
CEU0000000001,2001,M05,2001 May,133042
CEU0000000001,2001,M06,2001 Jun,133420
CEU0000000001,2001,M07,2001 Jul,131932
CEU0000000001,2001,M08,2001 Aug,131861
CEU0000000001,2001,M09,2001 Sep,132127
CEU0000000001,2001,M10,2001 Oct,132329
CEU0000000001,2001,M11,2001 Nov,132141
CEU0000000001,2001,M12,2001 Dec,131759
CEU0000000001,2002,M01,2002 Jan,128875
CEU0000000001,2002,M02,2002 Feb,129347
CEU0000000001,2002,M03,2002 Mar,129954
CEU0000000001,2002,M04,2002 Apr,130543
CEU0000000001,2002,M05,2002 May,131314
CEU0000000001,2002,M06,2002 Jun,131696
CEU0000000001,2002,M07,2002 Jul,130254
CEU0000000001,2002,M08,2002 Aug,130340
CEU0000000001,2002,M09,2002 Sep,130860
CEU0000000001,2002,M10,2002 Oct,131530
CEU0000000001,2002,M11,2002 Nov,131651
CEU0000000001,2002,M12,2002 Dec,131243
CEU0000000001,2003,M01,2003 Jan,128561
CEU0000000001,2003,M02,2003 Feb,128978
CEU0000000001,2003,M03,2003 Mar,129474
CEU0000000001,2003,M04,2003 Apr,130132
CEU0000000001,2003,M05,2003 May,130892
CEU0000000001,2003,M06,2003 Jun,131222
CEU0000000001,2003,M07,2003 Jul,129883
CEU0000000001,2003,M08,2003 Aug,129936
CEU0000000001,2003,M09,2003 Sep,130591
CEU0000000001,2003,M10,2003 Oct,131384
CEU0000000001,2003,M11,2003 Nov,131548
CEU0000000001,2003,M12,2003 Dec,131368
CEU0000000001,2004,M01,2004 Jan,128709
CEU0000000001,2004,M02,2004 Feb,129320
CEU0000000001,2004,M03,2004 Mar,130361
CEU0000000001,2004,M04,2004 Apr,131477
CEU0000000001,2004,M05,2004 May,132380
CEU0000000001,2004,M06,2004 Jun,132825
CEU0000000001,2004,M07,2004 Jul,131664
CEU0000000001,2004,M08,2004 Aug,131685
CEU0000000001,2004,M09,2004 Sep,132400
CEU0000000001,2004,M10,2004 Oct,133380
CEU0000000001,2004,M11,2004 Nov,133631
CEU0000000001,2004,M12,2004 Dec,133400
CEU0000000001,2005,M01,2005 Jan,130696
CEU0000000001,2005,M02,2005 Feb,131519
CEU0000000001,2005,M03,2005 Mar,132358
CEU0000000001,2005,M04,2005 Apr,133572
CEU0000000001,2005,M05,2005 May,134385
CEU0000000001,2005,M06,2005 Jun,135054
CEU0000000001,2005,M07,2005 Jul,133993
CEU0000000001,2005,M08,2005 Aug,134244
CEU0000000001,2005,M09,2005 Sep,134871
CEU0000000001,2005,M10,2005 Oct,135599
CEU0000000001,2005,M11,2005 Nov,136157
CEU0000000001,2005,M12,2005 Dec,135956
CEU0000000001,2006,M01,2006 Jan,133303
CEU0000000001,2006,M02,2006 Feb,134228
CEU0000000001,2006,M03,2006 Mar,135209
CEU0000000001,2006,M04,2006 Apr,136123
CEU0000000001,2006,M05,2006 May,136928
CEU0000000001,2006,M06,2006 Jun,137432
CEU0000000001,2006,M07,2006 Jul,136255
CEU0000000001,2006,M08,2006 Aug,136462
CEU0000000001,2006,M09,2006 Sep,137131
CEU0000000001,2006,M10,2006 Oct,137831
CEU0000000001,2006,M11,2006 Nov,138217
CEU0000000001,2006,M12,2006 Dec,138106
CEU0000000001,2007,M01,2007 Jan,135317
CEU0000000001,2007,M02,2007 Feb,136008
CEU0000000001,2007,M03,2007 Mar,136906
CEU0000000001,2007,M04,2007 Apr,137712
CEU0000000001,2007,M05,2007 May,138655
CEU0000000001,2007,M06,2007 Jun,139157
CEU0000000001,2007,M07,2007 Jul,137760
CEU0000000001,2007,M08,2007 Aug,137872
CEU0000000001,2007,M09,2007 Sep,138437
CEU0000000001,2007,M10,2007 Oct,139180
CEU0000000001,2007,M11,2007 Nov,139492
CEU0000000001,2007,M12,2007 Dec,139279
CEU0000000001,2008,M01,2008 Jan,136250
CEU0000000001,2008,M02,2008 Feb,136769
CEU0000000001,2008,M03,2008 Mar,137361
CEU0000000001,2008,M04,2008 Apr,137896
CEU0000000001,2008,M05,2008 May,138470
CEU0000000001,2008,M06,2008 Jun,138665
CEU0000000001,2008,M07,2008 Jul,137185
CEU0000000001,2008,M08,2008 Aug,137077
CEU0000000001,2008,M09,2008 Sep,137130
CEU0000000001,2008,M10,2008 Oct,137425
CEU0000000001,2008,M11,2008 Nov,136743
CEU0000000001,2008,M12,2008 Dec,135715
CEU0000000001,2009,M01,2009 Jan,132024
CEU0000000001,2009,M02,2009 Feb,131791
CEU0000000001,2009,M03,2009 Mar,131658
CEU0000000001,2009,M04,2009 Apr,131842
CEU0000000001,2009,M05,2009 May,132115
CEU0000000001,2009,M06,2009 Jun,131934
CEU0000000001,2009,M07,2009 Jul,130336
CEU0000000001,2009,M08,2009 Aug,130215
CEU0000000001,2009,M09,2009 Sep,130573
CEU0000000001,2009,M10,2009 Oct,131172
CEU0000000001,2009,M11,2009 Nov,131220
CEU0000000001,2009,M12,2009 Dec,130673
CEU0000000001,2010,M01,2010 Jan,127804
CEU0000000001,2010,M02,2010 Feb,128239
CEU0000000001,2010,M03,2010 Mar,129073
CEU0000000001,2010,M04,2010 Apr,130196
CEU0000000001,2010,M05,2010 May,131314
CEU0000000001,2010,M06,2010 Jun,131432
CEU0000000001,2010,M07,2010 Jul,130094
CEU0000000001,2010,M08,2010 Aug,130158
CEU0000000001,2010,M09,2010 Sep,130652
CEU0000000001,2010,M10,2010 Oct,131624
CEU0000000001,2010,M11,2010 Nov,131930
CEU0000000001,2010,M12,2010 Dec,131624
CEU0000000001,2011,M01,2011 Jan,128761
CEU0000000001,2011,M02,2011 Feb,129575
CEU0000000001,2011,M03,2011 Mar,130481
CEU0000000001,2011,M04,2011 Apr,131698
CEU0000000001,2011,M05,2011 May,132382
CEU0000000001,2011,M06,2011 Jun,132871
CEU0000000001,2011,M07,2011 Jul,131597
CEU0000000001,2011,M08,2011 Aug,131872
CEU0000000001,2011,M09,2011 Sep,132618
CEU0000000001,2011,M10,2011 Oct,133541
CEU0000000001,2011,M11,2011 Nov,133876
CEU0000000001,2011,M12,2011 Dec,133701
CEU0000000001,2012,M01,2012 Jan,131095
CEU0000000001,2012,M02,2012 Feb,132049
CEU0000000001,2012,M03,2012 Mar,132953
CEU0000000001,2012,M04,2012 Apr,133836
CEU0000000001,2012,M05,2012 May,134650
CEU0000000001,2012,M06,2012 Jun,134987
CEU0000000001,2012,M07,2012 Jul,133778
CEU0000000001,2012,M08,2012 Aug,134157
CEU0000000001,2012,M09,2012 Sep,134785
CEU0000000001,2012,M10,2012 Oct,135632
CEU0000000001,2012,M11,2012 Nov,136021
CEU0000000001,2012,M12,2012 Dec,135946
CEU0000000001,2013,M01,2013 Jan,133064
CEU0000000001,2013,M02,2013 Feb,134102
CEU0000000001,2013,M03,2013 Mar,134901
CEU0000000001,2013,M04,2013 Apr,135906
CEU0000000001,2013,M05,2013 May,136799
CEU0000000001,2013,M06,2013 Jun,137208
CEU0000000001,2013,M07,2013 Jul,136034
CEU0000000001,2013,M08,2013 Aug,136471
CEU0000000001,2013,M09,2013 Sep,137079
CEU0000000001,2013,M10,2013 Oct,138001
CEU0000000001,2013,M11,2013 Nov,138526
CEU0000000001,2013,M12,2013 Dec,138275
CEU0000000001,2014,M01,2014 Jan,135471
CEU0000000001,2014,M02,2014 Feb,136211
CEU0000000001,2014,M03,2014 Mar,137169
CEU0000000001,2014,M04,2014 Apr,138307
CEU0000000001,2014,M05,2014 May,139219
CEU0000000001,2014,M06,2014 Jun,139806
CEU0000000001,2014,M07,2014 Jul,138727
CEU0000000001,2014,M08,2014 Aug,139107
CEU0000000001,2014,M09,2014 Sep,139793
CEU0000000001,2014,M10,2014 Oct,140847
CEU0000000001,2014,M11,2014 Nov,141312
CEU0000000001,2014,M12,2014 Dec,141308
CEU0000000001,2015,M01,2015 Jan,138493
CEU0000000001,2015,M02,2015 Feb,139324
CEU0000000001,2015,M03,2015 Mar,140081
CEU0000000001,2015,M04,2015 Apr,141264
CEU0000000001,2015,M05,2015 May,142206
CEU0000000001,2015,M06,2015 Jun,142681
CEU0000000001,2015,M07,2015 Jul,141729
CEU0000000001,2015,M08,2015 Aug,141921
CEU0000000001,2015,M09,2015 Sep,142479
CEU0000000001,2015,M10,2015 Oct,143627
CEU0000000001,2015,M11,2015 Nov,144048
CEU0000000001,2015,M12,2015 Dec,144046
CEU0000000001,2016,M01,2016 Jan,141072
CEU0000000001,2016,M02,2016 Feb,141903
CEU0000000001,2016,M03,2016 Mar,142798
CEU0000000001,2016,M04,2016 Apr,143892
CEU0000000001,2016,M05,2016 May,144541
CEU0000000001,2016,M06,2016 Jun,145205
CEU0000000001,2016,M07,2016 Jul,144232
CEU0000000001,2016,M08,2016 Aug,144485
CEU0000000001,2016,M09,2016 Sep,145151
CEU0000000001,2016,M10,2016 Oct,146033
CEU0000000001,2016,M11,2016 Nov,146465
CEU0000000001,2016,M12,2016 Dec,146253
CEU0000000001,2017,M01,2017 Jan,143377
CEU0000000001,2017,M02,2017 Feb,144406
CEU0000000001,2017,M03,2017 Mar,145062
CEU0000000001,2017,M04,2017 Apr,146086
CEU0000000001,2017,M05,2017 May,146925
CEU0000000001,2017,M06,2017 Jun,147568
CEU0000000001,2017,M07,2017 Jul,146465
CEU0000000001,2017,M08,2017 Aug,146782
CEU0000000001,2017,M09,2017 Sep,147170
CEU0000000001,2017,M10,2017 Oct,148183
CEU0000000001,2017,M11,2017 Nov,148757
CEU0000000001,2017,M12,2017 Dec,148510
CEU0000000001,2018,M01,2018 Jan,145412
CEU0000000001,2018,M02,2018 Feb,146649
CEU0000000001,2018,M03,2018 Mar,147352
CEU0000000001,2018,M04,2018 Apr,148329
CEU0000000001,2018,M05,2018 May,149264
CEU0000000001,2018,M06,2018 Jun,149930
CEU0000000001,2018,M07,2018 Jul,148766
CEU0000000001,2018,M08,2018 Aug,149236
CEU0000000001,2018,M09,2018 Sep,149548
CEU0000000001,2018,M10,2018 Oct,150551
CEU0000000001,2018,M11,2018 Nov,151032
CEU0000000001,2018,M12,2018 Dec,150832
CEU0000000001,2019,M01,2019 Jan,147879
CEU0000000001,2019,M02,2019 Feb,148684
CEU0000000001,2019,M03,2019 Mar,149359
CEU0000000001,2019,M04,2019 Apr,150421
CEU0000000001,2019,M05,2019 May,151094
CEU0000000001,2019,M06,2019 Jun,151716
CEU0000000001,2019,M07,2019 Jul,150658
CEU0000000001,2019,M08,2019 Aug,151094
CEU0000000001,2019,M09,2019 Sep,151511
CEU0000000001,2019,M10,2019 Oct,152500
CEU0000000001,2019,M11,2019 Nov,153095
CEU0000000001,2019,M12,2019 Dec,152846
CEU0000000001,2020,M01,2020 Jan,150055
CEU0000000001,2020,M02,2020 Feb,150968
CEU0000000001,2020,M03,2020 Mar,149952
CEU0000000001,2020,M04,2020 Apr,130251
CEU0000000001,2020,M05,2020 May,133419
CEU0000000001,2020,M06,2020 Jun,138501
CEU0000000001,2020,M07,2020 Jul,139107
CEU0000000001,2020,M08,2020 Aug,140728
CEU0000000001,2020,M09,2020 Sep,141946
CEU0000000001,2020,M10,2020 Oct,143568
CEU0000000001,2020,M11,2020 Nov,144121
CEU0000000001,2020,M12,2020 Dec,143602
CEU0000000001,2021,M01,2021 Jan,140980
CEU0000000001,2021,M02,2021 Feb,142133
CEU0000000001,2021,M03,2021 Mar,143315
CEU0000000001,2021,M04,2021 Apr,144397
CEU0000000001,2021,M05,2021 May,145355
CEU0000000001,2021,M06,2021 Jun,146603
CEU0000000001,2021,M07,2021 Jul,146470
