,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,3.0,,184,,,,,,,,,,19,,Greg Cicero,,372,,49.5,7,1849,5.0,greg-cicero-1,97,12,QB,,87.2,0.0,3.0,3.0,1.0,96,2,125,1.3,2,,,Career,,,Baylor,,2,,,128,1.3,,,,
Career,8.7,,668,,,,,,,,,,28,,Ken Dorsey,,1153,,57.9,86,9565,8.3,ken-dorsey-1,59,14,QB,,147.4,,,,,59,2,-79,-1.3,2,,,Career,,,Miami (FL),,2,1.0,,-79,-1.3,,,,
Career,12.0,,3,,,,,,,,,,0,,Troy Prasek,,4,,75.0,1,28,7.0,troy-prasek-1,4,,QB,,216.3,,,,,4,0,-7,-1.8,0,,,Career,,,Miami (FL),,,,,-7,-1.8,,,,
Career,9.4,,192,,,,,,,,,,11,,Michael Vick,,343,,56.0,21,3299,9.6,michael-vick-1,235,102,QB,,150.6,,,,,235,17,1299,5.5,17,,,Career,,,Virginia Tech,,17,,,1299,5.5,,,,
Career,6.1,,60,,,,,,,,,,6,,Dave Meyer,,112,,53.6,3,890,7.9,dave-meyer-1,34,6,QB,,118.4,,,,,34,1,38,1.1,1,,,Career,,,Virginia Tech,,1,,,38,1.1,,,,
Career,6.5,,158,,,,,,,,,,11,,Grant Noel,,284,,55.6,18,1971,6.9,grant-noel-1,63,14,QB,,127.1,,,,,63.0,2.0,-11.0,-0.2,2,,,Career,,,Virginia Tech,,2,1.0,,-11,-0.2,,,,
Career,7.7,,220,,,,,,,,,,16,,John Turman,,425,,51.8,28,3436,8.1,john-turman-1,116,14,QB,,133.9,,,,,116,2,36,0.3,2,,,Career,,,Pitt,,2,1.0,,36,0.3,,,,
Career,7.7,,314,,,,,,,,,,15,,David Priestley,,541,,58.0,29,4262,7.9,david-priestley-1,99,12,QB,,136.4,,,,,99,2,-98,-1.0,2,,,Career,,,Pitt,,2,,,-98,-1.0,,,,
Career,7.8,,458,,,,,,,,,,30,0.0,Rod Rutherford,,842,,54.4,60,6724,8.0,rod-rutherford-1,421,92,QB,,137.9,1.0,82.0,41.0,2.0,419,14,880,2.1,15,,,Career,,,Pitt,,15,1.0,,962,2.3,,,,
Career,6.1,,362,,,,,,,,,,32,,Troy Nunes,,618,,58.6,32,4578,7.4,troy-nunes-1,239,36,QB,,127.5,0.0,3.0,1.5,2.0,237,6,302,1.3,6,,,Career,,,Syracuse,,6,,,305,1.3,,,,
Career,6.0,,358,,,,,,,,,,23,,R.J. Anderson,,679,,52.7,21,4698,6.9,rj-anderson-1,324,78,QB,,114.3,0.0,-2.0,-1.0,2.0,322,13,649,2.0,13,,,Career,,,Syracuse,,13,,,647,2.0,,,,
Career,6.6,,60.0,,,,,,,,,,3.0,,Madei Williams,,117.0,,51.3,4.0,826.0,7.1,madei-williams-1,93,12,QB,,116.7,,,,,93,2,113,1.2,2,,,Career,,,Syracuse,,2,,,113,1.2,,,,
Career,7.5,,278,,,,,,,,,,16,,Tim Hasselbeck,,501,,55.5,29,3890,7.8,tim-hasselbeck-1,136,24,QB,,133.4,0.0,3.0,3.0,1.0,135,4,343,2.5,4,,,Career,,,Boston College,,4,,,346,2.5,,,,
Career,,,,,,,,,,,,,,,Kevin Kiley,,,,,,,,kevin-kiley-1,1,,QB,,,,,,,1,0,1,1.0,0,,,Career,,,Boston College,,,,,1,1.0,,,,
Career,5.3,,314,,,,,,,,,,21,,Brad Lewis,,584,,53.8,23,3604,6.2,brad-lewis-1,120,18,QB,,111.4,,,,,120,3,-44,-0.4,3,,,Career,,,West Virginia,,3,,,-44,-0.4,,,,
Career,8.3,,377,0.0,0.0,,,,,,,,19,0.0,Scott McBrien,0.0,697,,54.1,37,5924,8.5,scott-mcbrien-1,194,82,QB,0.0,137.5,0.0,9.0,9.0,1.0,193,13,507,2.6,13,,0.0,Career,,,Overall,,13,2.0,,516,2.7,,,,
Career,4.8,,401,,,,,,,,,,24,,Devin Scott,,681,,58.9,21,3947,5.8,devin-scott-1,195,18,QB,,110.7,0.0,6.0,6.0,1.0,194,3,-19,-0.1,3,,,Career,,,Temple,,3,,,-13,-0.1,,,,
Career,2.1,,52,,,,,,,,,,10,,Mike Frost,,127,,40.9,5,622,4.9,mike-frost-1,30,6,QB,,79.3,,,,,30,1,17,0.6,1,,,Career,,,Temple,,1,,,17,0.6,,,,
Career,4.8,,106,,,,,,,,,,10,,Mac Devito,,221,,48.0,13,1254,5.7,mac-devito-1,102,20,QB,0.0,106.0,0.0,27.0,6.8,4.0,98,3,19,0.2,3,,,Career,,,Temple,,3,1.0,,46,0.5,,,,
Career,5.2,,482,,,,,,,,,,52,,Mike McMahon,,974,,49.5,41,6608,6.8,mike-mcmahon-1,214,48,QB,,109.7,,,,,214,8,185,0.9,8,,,Career,,,Rutgers,,8,,,185,0.9,,,,
Career,4.5,,106,,,,,,,,,,8,,Chad Schwenk,,200,,53.0,4,1175,5.9,chad-schwenk-1,56,12,QB,,101.0,0.0,5.0,5.0,1.0,55,2,-138,-2.5,2,,,Career,,,Rutgers,,2,,,-133,-2.4,,,,
Career,2.0,,52,,,,,,,,,,8,,Michael Jones,,129,,40.3,1,595,4.6,michael-jones-7,28,,QB,,69.2,,,,,28,0,-69,-2.5,0,,,Career,,,Rutgers,,,,,-69,-2.5,,,,
Career,7.9,,196,,,,,,,,,,7,,Drew Henson,,351,,55.8,22,2631,7.5,drew-henson-1,61,24,QB,,135.5,0.0,23.0,23.0,1.0,60,4,74,1.2,4,,,Career,,,Michigan,,4,,,97,1.6,,,,
Career,6.8,,744,,,,,,,,,,30,,John Navarre,,1327,,56.1,70,9014,6.8,john-navarre-1,145,18,QB,,126.0,1.0,36.0,36.0,1.0,144,2,-241,-1.7,3,,,Career,,,Michigan,,3,,,-205,-1.4,,,,
Career,,,,,,,,,,,,,,,Mike Kaselitz,,,,,,,,mike-kaselitz-1,2,,QB,,,,,,,2,0,0,0.0,0,,,Career,,,Michigan,,,,,0,0.0,,,,
Career,6.1,,507,,,,,,,,,,23,,Zak Kustok,,920,,55.1,42,5822,6.3,zak-kustok-1,433,132,QB,,118.3,,,,,433,22,1294,3.0,22,,,Career,,,Northwestern,,22,,,1294,3.0,,,,
Career,5.3,,13,,,,,,,,,,1,,Matt Danielson,,26,,50.0,1,164,6.3,matt-danielson-1,11,6,QB,,108.0,,,,,11,1,-7,-0.6,1,,,Career,,,Northwestern,,1,,,-7,-0.6,,,,
Career,6.9,,1026,,,,,,,,,,45,,Drew Brees,,1678,,61.1,90,11792,7.0,drew-brees-1,259,96,QB,,132.5,2.0,14.0,2.3,6.0,253,14,900,3.6,16,,,Career,,,Purdue,,16,,,914,3.5,,,,
Career,4.9,,146,0.0,0.0,,,,,,,,10,0.0,Brandon Hance,0.0,277,,52.7,9,1619,5.8,brandon-hance-1,122,32,QB,0.0,105.3,1.0,31.0,31.0,1.0,121,4,275,2.3,5,,0.0,Career,,,Overall,,5,1.0,,306,2.5,,,,
Career,6.8,,365,,,,,,,,1.0,0.0,28,0.0,Steve Bellisari,,724,,50.4,33,5558,7.7,steve-bellisari-1,297,30,QB,,122.2,0.0,29.0,14.5,2.0,295.0,5.0,608.0,2.1,5,,,Career,,,Ohio State,,5,,,637,2.1,,19.0,19.0,
Career,7.8,,87,,,,,,,,,,4,,Scott McMullen,,141,,61.7,9,1103,7.8,scott-mcmullen-1,27,6,QB,,142.8,0.0,-1.0,-1.0,1.0,26,1,44,1.7,1,,,Career,,,Ohio State,,1,,,43,1.6,,,,
Career,7.1,,328,,,,,,,,,,21,,Craig Krenzel,,577,,56.8,28,4489,7.8,craig-krenzel-1,247,36,QB,,130.9,,,,,247,6,600,2.4,6,,,Career,,,Ohio State,,6,,,600,2.4,,,,
Career,7.3,,414,,,,,,,,,,17,,Brooks Bollinger,,771,,53.7,38,5627,7.3,brooks-bollinger-1,521,158,QB,,126.9,0.0,50.0,16.7,3.0,518,26,1767,3.4,26,,,Career,,,Wisconsin,,26,1.0,,1817,3.5,,,,
Career,8.1,,288,,,,,,,,,,21,,Jim Sorgi,,519,,55.5,33,4498,8.7,jim-sorgi-1,139,26,QB,,141.2,0.0,18.0,18.0,1.0,138,4,-32,-0.2,4,,,Career,,,Wisconsin,,4,1.0,,-14,-0.1,,,,
Career,7.1,,189,,,,,,,,,,10,,Travis Cole,,338,,55.9,16,2545,7.5,travis-cole-1,91,28,QB,,128.9,0.0,-6.0,-6.0,1.0,90,4,196,2.2,4,,,Career,,,Minnesota,,4,2.0,,190,2.1,,,,
Career,7.2,,26,,,,,,,,,,2,,Benji Kamrath,,50,,52.0,3,391,7.8,benji-kamrath-1,18,12,QB,,129.5,,,,,18,2,2,0.1,2,,,Career,,,Minnesota,,2,,,2,0.1,,,,
Career,6.2,,242,,,,,,,,,,13,,Rashard Casey,,459,,52.7,20,3046,6.6,rashard-casey-1,209,60,QB,,117.2,0.0,-4.0,-4.0,1.0,208,10,670,3.2,10,,,Career,,,Penn State,,10,,,666,3.2,,,,
Career,4.2,,75,,,,,,,,,,7,,Matt Senneca,,174,,43.1,4,959,5.5,matt-senneca-1,62,26,QB,,88.9,,,,,62,4,106,1.7,4,,,Career,,,Penn State,,4,1.0,,106,1.7,,,,
Career,5.0,,229,,,,,,,,,,16,,Scott Mullen,,428,,53.5,11,2625,6.1,scott-mullen-1,107,36,QB,,106.0,,,,,107,6,84,0.8,6,,,Career,,,Iowa,,6,,,84,0.8,,,,
Career,6.4,,357,,,,,,,,,,21,,Kyle McCann,,603,,59.2,23,4349,7.2,kyle-mccann-1,182,30,QB,,125.4,,,,,182,5,-134,-0.7,5,,,Career,,,Iowa,,5,,,-134,-0.7,,,,
Career,6.4,,539,0.0,0.0,,,,,,,,27,0.0,Jon Beutjer,0.0,897,,60.1,45,6031,6.7,jon-beutjer-1,114,16,QB,0.0,127.1,0,0,0.0,1,113,2,-102,-0.9,2,,0.0,Career,,,Overall,,2,2.0,,-102,-0.9,,,,
Career,6.7,,668,,,,,,,,,,33,,Kurt Kittner,,1229,,54.4,66,8460,6.9,kurt-kittner-1,193,48,QB,,124.5,1.0,30.0,30.0,1.0,192,7,168,0.9,8,,,Career,,,Illinois,,8,,,198,1.0,,,,
Career,5.3,,165,,,,,,,,,,13,,Dustin Ward,,304,,54.3,13,1946,6.4,dustin-ward-1,39,6,QB,,113.6,,,,,39,1,-46,-1.2,1,,,Career,,,Illinois,,1,,,-46,-1.2,,,,
Career,7.3,,685,,,,,,,,,,39,,Jeff Smoker,,1150,,59.6,61,8932,7.8,jeff-smoker-1,256,42,QB,,135.5,0.0,22.0,22.0,1.0,255,7,-218,-0.9,7,,,Career,,,Michigan State,,7,,,-196,-0.8,,,,
Career,4.7,,103,,,,,,,,,,9,,Tommy Jones,,208,,49.5,10,1176,5.7,tommy-jones-1,36,,QB,,104.2,,,,,36,0,-13,-0.4,0,,,Career,,,Indiana,,,,,-13,-0.4,,,,
Career,5.8,,155,,,,,,,,,,14,,Gibran Hamdan,,299,,51.8,10,2172,7.3,gibran-hamdan-1,57,8,QB,,114.5,,,,,57.0,1.0,-43.0,-0.8,1,,,Career,,,Indiana,,1,1.0,,-43,-0.8,,,,
Career,7.9,,650,,,,,,,,,,34,,Bart Hendricks,,1142,,56.9,78,9030,7.9,bart-hendricks-1,351,122,QB,,139.9,0.0,55.0,18.3,3.0,348,20,1009,2.9,20,,,Career,,,Boise State,,20,1.0,,1064,3.0,,,,
Career,10.6,,622,,,,,,,,,,21,,Ryan Dinwiddie,,992,,62.7,82,9819,9.9,ryan-dinwiddie-1,197,110,QB,,168.9,,,,,197,18,105,0.5,18,,,Career,,,Boise State,,18,1.0,,105,0.5,,,,
Career,7.6,,141,,,,,,,,,,7,,B.J. Rhode,,236,,59.7,13,1859,7.9,bj-rhode-1,42,24,QB,,138.2,,,,,42,4,7,0.2,4,,,Career,,,Boise State,,4,,,7,0.2,,,,
Career,6.6,,704,,,,,,,,,,43,,Jose Fuentes,,1270,,55.4,60,9168,7.2,jose-fuentes-1,147,12,QB,,124.9,1.0,34.0,17.0,2.0,145,0,-377,-2.6,1,,,Career,,,Utah State,,1,3.0,,-343,-2.3,,,,
Career,4.5,,283,,,,,,,,,,24,,Jeff Crosbie,,617,,45.9,21,3408,5.5,jeff-crosbie-1,101,12,QB,,95.7,,,,,101,2,132,1.3,2,,,Career,,,Utah State,,2,,,132,1.3,,,,
Career,8.5,,11,,,,,,,,,,0,,Brian Benza,,23,,47.8,1,175,7.6,brian-benza-1,7,,QB,,126.1,,,,,7.0,0.0,40.0,5.7,0,,,Career,,,Utah State,,,,,40,5.7,,,,
Career,7.0,,584,,,,,,,,,,38,,John Welsh,,968,,60.3,55,7401,7.6,john-welsh-1,200,14,QB,,135.5,0.0,39.0,39.0,1.0,199,2,196,1.0,2,,,Career,,,Idaho,,2,1.0,,235,1.2,,,,
Career,4.5,,92,,,,,,,,,,8,,Ed Dean,,209,,44.0,12,1070,5.1,ed-dean-1,60,6,QB,,98.3,,,,,60,1,270,4.5,1,,,Career,,,Idaho,,1,,,270,4.5,,,,
Career,6.6,,373,,,,,,,,,,25,,K.C. Enzminger,,769,,48.5,39,5416,7.0,kc-enzminger-1,401,100,QB,,117.9,,,,,401,16,1360,3.4,16,,,Career,,,New Mexico State,,16,2.0,,1360,3.4,,,,
Career,8.8,,21,,,,,,,,,,1,,Damien Ocampo,,35,,60.0,3,293,8.4,damien-ocampo-1,24,6,QB,,152.9,,,,,24,1,84,3.5,1,,,Career,,,New Mexico State,,1,,,84,3.5,,,,
Career,7.4,,413,,,,,,,,,,26,,Scott Hall,,763,,54.1,50,5823,7.6,scott-hall-1,312,42,QB,,133.0,0.0,37.0,12.3,3.0,309,7,463,1.5,7,,,Career,,,North Texas,,7,,,500,1.6,,,,
Career,2.7,,85,,,,,,,,,,9,,Richard Bridges,,224,,37.9,4,923,4.1,richard-bridges-1,115,18,QB,,70.4,,,,,115,3,113,1.0,3,,,Career,,,North Texas,,3,,,113,1.0,,,,
Career,5.1,,24,,,,,,,,,,3,,Spencer Stack,,51,,47.1,3,336,6.6,spencer-stack-1,13,,QB,,110.0,,,,,13,0,-17,-1.3,0,,,Career,,,North Texas,,,,,-17,-1.3,,,,
Career,6.4,,551,,,,,,,,,,33,,Cleo Lemon,,1128,,48.8,48,7706,6.8,cleo-lemon-1,201,18,QB,,114.4,,,,,201,3,-445,-2.2,3,,,Career,,,Arkansas State,,3,,,-445,-2.2,,,,
Career,4.5,,46,,,,,,,,,,6,,Andy Shatley,,92,,50.0,5,587,6.4,andy-shatley-1,28,6,QB,,108.5,1.0,30.0,6.0,5.0,23,0,64,2.8,1,,,Career,,,Arkansas State,,1,,,94,3.4,,,,
Career,2.2,,25.0,,,,,,,,,,2.0,0.0,Tommy Miller,,49.0,,51.0,0.0,197.0,4.0,tommy-miller-1,26,12,QB,,76.6,,,,,26.0,2.0,59.0,2.3,2,,,Career,,,Arkansas State,,2,,,59,2.3,,,,
Career,7.4,,685,,,,,,,,,,29,,Dave Ragone,,1180,,58.1,74,8564,7.3,dave-ragone-1,327,62,QB,,134.8,0.0,6.0,6.0,1.0,326,9,597,1.8,9,,,Career,,,Louisville,,9,4.0,,603,1.8,,,,
Career,8.7,,64,,,,,,,,,,1,0.0,Mike Watkins,,106,,60.4,5,865,8.2,mike-watkins-1,30,30,QB,,142.6,,,,,30.0,5.0,31.0,1.0,5,,,Career,,,Louisville,,5,,,31,1.0,,,,
Career,0.0,,0,,,,,,,,,,0,,Gerry Ahrens,,1,,0.0,0,0,0.0,gerry-ahrens-1,,,QB,,0.0,,,,,,,,,,,,Career,,,Louisville,,,,,,,,,,
Career,7.2,,666,,,,,,,,,,39,,David Garrard,,1169,,57.0,60,9029,7.7,david-garrard-1,516,130,QB,,132.1,,,,,516,21,1209,2.3,21,,,Career,,,East Carolina,,21,2.0,,1209,2.3,,,,
Career,5.5,,517,,,,,,,,,,39,,Deontey Kenner,,961,,53.8,31,6467,6.7,deontey-kenner-1,118,48,QB,,112.9,,,,,118,8,253,2.1,8,,,Career,,,Cincinnati,,8,,,253,2.1,,,,
Career,4.3,,75,,,,,,,,,,9,,Adam Hoover,,141,,53.2,5,907,6.4,adam-hoover-1,30,,QB,,106.2,,,,,30,0,1,0.0,0,,,Career,,,Cincinnati,,,,,1,0.0,,,,
Career,6.8,,571,,,,,,,,,,32,,Jeff Kelly,,975,,58.6,51,7095,7.3,jeff-kelly-1,297,54,QB,,130.4,1.0,6.0,6.0,1.0,296,8,18,0.1,9,,,Career,,,Southern Mississippi,,9,,,24,0.1,,,,
Career,3.2,,5,,,,,,,,,,0,,Zac White,,12,,41.7,0,38,3.2,zac-white-1,5,,QB,,68.3,,,,,5,0,-7,-1.4,0,,,Career,,,Southern Mississippi,,,,,-7,-1.4,,,,
Career,5.3,,177,,,,,,,,,,9,,Jeff Aaron,,330,,53.6,9,1963,5.9,jeff-aaron-1,118,24,QB,,107.1,,,,,118,4,293,2.5,4,,,Career,,,UAB,,4,,,293,2.5,,,,
Career,3.9,,260,,,,,,,,,,27,,Daniel Dixon,,540,,48.1,12,3085,5.7,daniel-dixon-1,295,80,QB,,93.5,,,,,295,13,302,1.0,13,,,Career,,,UAB,,13,1.0,,302,1.0,,,,
Career,3.6,,86,,,,,,,,,,11,,Thomas Cox,,219,,39.3,6,1153,5.3,thomas-cox-1,187,54,QB,,82.5,0.0,22.0,11.0,2.0,185,9,659,3.6,9,,,Career,,,UAB,,9,,,681,3.6,,,,
Career,6.2,,798,,,,,,,,,,51,,Patrick Ramsey,,1355,,58.9,72,9205,6.8,patrick-ramsey-1,152,24,QB,,126.0,,,,,152,4,-128,-0.8,4,,,Career,,,Tulane,,4,,,-128,-0.8,,,,
Career,6.8,,570,,,,,,,,,,27,,J.P. Losman,,987,,57.8,60,6754,6.8,jp-losman-1,238,64,QB,,129.8,0.0,14.0,14.0,1.0,237,10,241,1.0,10,,,Career,,,Tulane,,10,2.0,,255,1.1,,,,
Career,,,,,,,,,,,,,,,Brent Brothers,,,,,,,,brent-brothers-1,1,,QB,,,,,,,1,0,-1,-1.0,0,,,Career,,,Tulane,,,,,-1,-1.0,,,,
Career,4.7,,37.0,,,,,,,,,,1.0,,Derrick Joseph,,88.0,,42.0,2.0,416.0,4.7,derrick-joseph-1,78,6,QB,,87.0,0.0,53.0,17.7,3.0,75,1,268,3.6,1,,,Career,,,Tulane,,1,,,321,4.1,,,,
Career,4.3,,86.0,,,,,,,,,,6.0,,Scott Scherer,,156.0,,55.1,4.0,865.0,5.5,scott-scherer-1,68,12,QB,,102.5,,,,,68,2,-32,-0.5,2,,,Career,,,Memphis,,2,,,-32,-0.5,,,,
Career,4.8,,238,,,,,,,,,,16,,Neil Suber,,463,,51.4,14,2646,5.7,neil-suber-1,87,6,QB,,102.5,,,,,87,1,-78,-0.9,1,,,Career,,,Memphis,,1,,,-78,-0.9,,,,
Career,5.4,,783,,,,,,,,,,47,,Jason McKinley,,1385,,56.5,46,8694,6.3,jason-mckinley-1,145,6,QB,,113.4,,,,,145,1,-417,-2.9,1,,,Career,,,Houston,,1,,,-417,-2.9,,,,
Career,6.4,,22,,,,,,,,,,1,,Bubba Teague,,43,,51.2,3,261,6.1,bubba-teague-1,18,2,QB,,120.5,,,,,18,0,11,0.6,0,,,Career,,,Houston,,0,1,,11,0.6,,,,
Career,-10.0,,1,,,,,,,,,,1,,Brian Thiebaud,,4,,25.0,0,5,1.3,brian-thiebaud-1,,,QB,,-14.5,,,,,,,,,,,,Career,,,Houston,,,,,,,,,,
Career,,,,,,,,,,,,,,,Alvin Lee,,,,,,,,alvin-lee-1,12,6,QB,0.0,,1.0,76.0,6.9,11.0,1.0,0.0,-5.0,-5.0,1,,,Career,,,Houston,,1,,,71,5.9,,,,
Career,3.4,,224,,,,,,,,,,26,,Chad Jenkins,,434,,51.6,10,2458,5.7,chad-jenkins-1,170,42,QB,,94.8,0.0,2.0,2.0,1.0,169,7,329,1.9,7,,,Career,,,Army,,7,,,331,1.9,,,,
Career,4.6,,144,,,,,,,,,,11,,Joe Gerena,,319,,45.1,8,1803,5.7,joe-gerena-1,258,66,QB,,94.0,,,,,258,11,647,2.5,11,,,Career,,,Army,,11,,,647,2.5,,,,
Career,4.1,,101,,,,,,,,,,9,,Curtis Zervic,,168,,60.1,5,988,5.9,curtis-zervic-1,15,,QB,,108.6,,,,,15,0,-15,-1.0,0,,,Career,,,Army,,,,,-15,-1.0,,,,
Career,7.6,,840,,,,,,,,,,51,,Ryan Schneider,,1354,,62.0,82,10976,8.1,ryan-schneider-1,118,48,QB,,142.6,,,,,118,7,-273,-2.3,7,,,Career,,,UCF,,7,3.0,,-273,-2.3,,,,
Career,5.9,,372,,,,,,,,,,21,,Vic Penn,,664,,56.0,24,4412,6.6,vic-penn-1,158,36,QB,,117.4,,,,,158,6,158,1.0,6,,,Career,,,Overall,,6,,,158,1.0,,,,
Career,7.0,,30,,,,,,,,,,4,,Brian Miller,,60,,50.0,5,501,8.4,brian-miller-1,25,,QB,,134.3,,,,,25,0,11,0.4,0,,,Career,,,UCF,,,,,11,0.4,,,,
Career,7.2,,564,,,,,,,,,,22,,Wes Counts,,867,,65.1,39,6466,7.5,wes-counts-1,200,50,QB,,137.5,2,64,16.0,4,196,6,258,1.3,8,,,Career,,,Middle Tennessee State,,8,1.0,,322,1.6,,,,
Career,6.0,,112,,,,,,,,,,7,,Jason Johnson,,193,,58.0,7,1328,6.9,jason-johnson-4,61,18,QB,,120.5,,,,,61,3,104,1.7,3,,,Career,,,Middle Tennessee State,,3,,,104,1.7,,,,
Career,,,,,,,,,,,,,,,Lance Phillips,,,,,,,,lance-phillips-1,5,,QB,,,,,,,5,0,-5,-1.0,0,,,Career,,,Middle Tennessee State,,,,,-5,-1.0,,,,
Career,6.5,,1063,,,,,,,,,,62,,Luke McCown,,1775,,59.9,87,12666,7.1,luke-mccown-1,275,62,QB,,129.0,0.0,-1.0,-1.0,1.0,274,10,65,0.2,10,,,Career,,,Louisiana Tech,,10,1.0,,64,0.2,,,,
Career,5.9,,120,,,,,,,,,,11,,Brian Stallworth,,192,,62.5,10,1422,7.4,brian-stallworth-1,48,,QB,,130.4,,,,,48,0,125,2.6,0,,,Career,,,Louisiana Tech,,,,,125,2.6,,,,
Career,5.3,,65,,,,,,,,,,3,,Maxie Causey,,125,,52.0,3,734,5.9,maxie-causey-1,19,,QB,,104.4,,,,,19.0,0.0,20.0,1.1,0,,,Career,,,Louisiana Tech,,,,,20,1.1,,,,
Career,5.0,,181,,,,,,,,,,16,,Lance Domec,,365,,49.6,15,2229,6.1,lance-domec-1,69,6,QB,,105.7,,,,,69,1,-137,-2.0,1,,,Career,,,Louisiana,,1,,,-137,-2.0,,,,
Career,4.2,,355,,,,,,,,,,22,,Andy Chance,,652,,54.4,11,3530,5.4,andy-chance-1,253,42,QB,,98.7,0.0,-1.0,-1.0,1.0,252,7,572,2.3,7,,,Career,,,Louisiana-Monroe,,7,,,571,2.3,,,,
Career,5.1,,279,,,,,,,,,,22,,Andre Vige,,562,,49.6,23,3422,6.1,andre-vige-1,95,,QB,,106.5,0.0,49.0,49.0,1.0,94,0,-311,-3.3,0,,,Career,,,Louisiana-Monroe,,,,,-262,-2.8,,,,
Career,4.1,,36,,,,,,,,,,0,,Ryan Corcoran,,60,,60.0,0,246,4.1,ryan-corcoran-1,15,,QB,,94.4,,,,,15,0,-34,-2.3,0,,,Career,,,Louisiana-Monroe,,,,,-34,-2.3,,,,
Career,0.0,,0,,,,0.0,0.0,,,1.0,0.0,0,,Daniel Peterson,,2,,0.0,0,0,0.0,daniel-peterson-1,,,QB,,0.0,,,,,,,,,,,,Career,,,Louisiana-Monroe,,,,,,,0.0,0.0,0.0,
Career,6.8,,170,,,,,,,,,,10,,Brian Broadwater,,342,,49.7,14,2502,7.3,brian-broadwater-1,446,102,QB,,118.8,0.0,14.0,14.0,1.0,445,17,1719,3.9,17,,,Career,,,Navy,,17,,,1733,3.9,,,,
Career,7.1,,142,,,,,,,,,,12,,Craig Candeto,,294,,48.3,15,2319,7.9,craig-candeto-1,501,202,QB,,123.2,0.0,20.0,10.0,2.0,499,33,1959,3.9,33,,,Career,,,Navy,,33,2.0,,1979,4.0,,,,
Career,8.6,,939,,,,,,,,,,28,,Byron Leftwich,,1442,,65.1,89,11903,8.3,byron-leftwich-1,192,46,QB,0.0,150.9,1.0,7.0,3.5,2.0,190,6,181,1.0,7,,,Career,,,Marshall,,7,2.0,,188,1.0,,,,
Career,12.0,,1,,,,,,,,,,0,,Chuck Spearman,,1,,100.0,0,12,12.0,chuck-spearman-1,3,,QB,,200.8,,,,,3,0,6,2.0,0,,,Career,,,Marshall,,,,,6,2.0,,,,
Career,,,,,,,,,,,,,,,Sean Smith,,,,,,,,sean-smith-1,1,,QB,,,,,,,1,0,6,6.0,0,,,Career,,,Marshall,,,,,6,6.0,,,,
Career,4.9,,176,,,,,,,,,,21,,Dontrell Jackson,,370,,47.6,16,2452,6.6,dontrell-jackson-1,541,66,QB,,106.2,0.0,8.0,8.0,1.0,540,11,2201,4.1,11,,,Career,,,Ohio,,11,,,2209,4.1,,,,
Career,6.2,,129,,,,,,,,,,6,,Fred Ray,,249,,51.8,10,1607,6.5,fred-ray-1,231,108,QB,,114.5,,,,,231,18,949,4.1,18,,,Career,,,Ohio,,18,,,949,4.1,,,,
Career,7.4,,274,,,,,,,,,,20,,Butchie Washington,,523,,52.4,29,4215,8.1,butchie-washington-1,134,12,QB,,130.7,,,,,134,2,139,1.0,2,,,Career,,,Akron,,2,,,139,1.0,,,,
Career,3.8,,22,,,,,,,,,,2,,Micah Faler,,44,,50.0,2,216,4.9,micah-faler-1,4,6,QB,,97.1,,,,,4.0,1.0,6.0,1.5,1,,,Career,,,Akron,,1,,,6,1.5,,,,
Career,6.4,,444,,,,,,,,,,38,,Mike Bath,,903,,49.2,49,6524,7.2,mike-bath-1,228,42,QB,,119.3,,,,,228,7,486,2.1,7,,,Career,,,Miami (OH),,7,,,486,2.1,,,,
Career,3.9,,29,,,,,,,,,,4,,John Schacke,,54,,53.7,2,349,6.5,john-schacke-1,9,,QB,,105.4,,,,,9,0,-67,-7.4,0,,,Career,,,Miami (OH),,,,,-67,-7.4,,,,
Career,6.0,,191,0.0,0.0,,,,,,,,10,0.0,Ryan Hawk,0.0,376,,50.8,14,2430,6.5,ryan-hawk-1,191,20,QB,0.0,112.1,0.0,60.0,8.6,7.0,184,3,89,0.5,3,,0.0,Career,,,Overall,,3,1.0,,149,0.8,,,,
Career,6.0,,347,,,,,,,,,,22,,Andy Sahm,,631,,55.0,30,4148,6.6,andy-sahm-1,198,66,QB,,118.9,,,,,198,11,107,0.5,11,,,Career,,,Bowling Green State,,11,,,107,0.5,,,,
Career,7.1,,627,,,,,,,,,,28,0.0,Josh Harris,,1028,,61.0,55,7503,7.3,josh-harris-2,602,284,QB,,134.5,4,113,18.8,6,596,43,2473,4.1,47,,,Career,,,Bowling Green State,,47,1.0,,2586,4.3,,,,
